,Tavg,HC Air temperature [°C] max,HC Air temperature [°C] min,opstina,mesto,usev
28/01/2018 12:00,2.61,2.86,2.37,Novi Sad,Nestin,Kruska
28/01/2018 13:00,2.93,3.16,2.74,Novi Sad,Nestin,Kruska
28/01/2018 14:00,3.14,3.45,2.98,Novi Sad,Nestin,Kruska
28/01/2018 15:00,3.34,3.49,3.2,Novi Sad,Nestin,Kruska
28/01/2018 16:00,3.17,3.43,2.83,Novi Sad,Nestin,Kruska
28/01/2018 17:00,2.71,2.77,2.66,Novi Sad,Nestin,Kruska
28/01/2018 18:00,2.41,2.63,2.26,Novi Sad,Nestin,Kruska
28/01/2018 19:00,2.23,2.32,2.19,Novi Sad,Nestin,Kruska
28/01/2018 20:00,1.86,2.15,1.73,Novi Sad,Nestin,Kruska
28/01/2018 21:00,1.84,1.88,1.79,Novi Sad,Nestin,Kruska
28/01/2018 22:00,1.78,1.85,1.73,Novi Sad,Nestin,Kruska
28/01/2018 23:00,1.36,1.67,1.17,Novi Sad,Nestin,Kruska
29/01/2018 00:00,0.99,1.18,0.89,Novi Sad,Nestin,Kruska
29/01/2018 01:00,0.72,0.94,0.48,Novi Sad,Nestin,Kruska
29/01/2018 02:00,0.39,0.47,0.28,Novi Sad,Nestin,Kruska
29/01/2018 03:00,-0.19,0.11,-0.46,Novi Sad,Nestin,Kruska
29/01/2018 04:00,-0.47,-0.43,-0.57,Novi Sad,Nestin,Kruska
29/01/2018 05:00,-0.55,-0.34,-0.83,Novi Sad,Nestin,Kruska
29/01/2018 06:00,-0.32,-0.15,-0.46,Novi Sad,Nestin,Kruska
29/01/2018 07:00,-0.43,-0.26,-0.57,Novi Sad,Nestin,Kruska
29/01/2018 08:00,-0.5,-0.31,-0.68,Novi Sad,Nestin,Kruska
29/01/2018 09:00,0.75,1.8,-0.24,Novi Sad,Nestin,Kruska
29/01/2018 10:00,2.91,4.01,1.71,Novi Sad,Nestin,Kruska
29/01/2018 11:00,5.36,6.61,4.37,Novi Sad,Nestin,Kruska
29/01/2018 12:00,9.11,10.87,6.93,Novi Sad,Nestin,Kruska
29/01/2018 13:00,11.36,12.08,10.75,Novi Sad,Nestin,Kruska
29/01/2018 14:00,12.22,12.62,11.48,Novi Sad,Nestin,Kruska
29/01/2018 15:00,12.52,12.75,12.26,Novi Sad,Nestin,Kruska
29/01/2018 16:00,12.61,12.76,12.48,Novi Sad,Nestin,Kruska
29/01/2018 17:00,11.02,12.57,9.3,Novi Sad,Nestin,Kruska
29/01/2018 18:00,8.66,9.29,8.1,Novi Sad,Nestin,Kruska
29/01/2018 19:00,8.69,9.07,8.33,Novi Sad,Nestin,Kruska
29/01/2018 20:00,9.41,9.81,8.5,Novi Sad,Nestin,Kruska
29/01/2018 21:00,9.81,10.29,9.39,Novi Sad,Nestin,Kruska
29/01/2018 22:00,10.37,10.63,10.13,Novi Sad,Nestin,Kruska
29/01/2018 23:00,11.01,11.46,10.49,Novi Sad,Nestin,Kruska
30/01/2018 00:00,10.58,10.96,10.33,Novi Sad,Nestin,Kruska
30/01/2018 01:00,9.92,10.45,8.88,Novi Sad,Nestin,Kruska
30/01/2018 02:00,8.58,9.15,7.73,Novi Sad,Nestin,Kruska
30/01/2018 03:00,8.58,9.15,7.73,Novi Sad,Nestin,Kruska
30/01/2018 04:00,7.39,7.8,6.95,Novi Sad,Nestin,Kruska
30/01/2018 05:00,8.01,9.05,6.67,Novi Sad,Nestin,Kruska
30/01/2018 06:00,4.51,6.24,3.58,Novi Sad,Nestin,Kruska
30/01/2018 07:00,5.8,6.45,4.58,Novi Sad,Nestin,Kruska
30/01/2018 08:00,4.26,5.68,3.66,Novi Sad,Nestin,Kruska
30/01/2018 09:00,7.22,9.2,5.99,Novi Sad,Nestin,Kruska
30/01/2018 10:00,10.57,11.31,9.91,Novi Sad,Nestin,Kruska
30/01/2018 11:00,11.95,12.69,11.31,Novi Sad,Nestin,Kruska
30/01/2018 12:00,12.79,12.97,12.5,Novi Sad,Nestin,Kruska
30/01/2018 13:00,12.78,13.08,12.61,Novi Sad,Nestin,Kruska
30/01/2018 14:00,12.67,13.02,12.43,Novi Sad,Nestin,Kruska
30/01/2018 15:00,12.74,13.07,12.4,Novi Sad,Nestin,Kruska
30/01/2018 16:00,11.92,12.31,11.63,Novi Sad,Nestin,Kruska
30/01/2018 17:00,10.29,11.37,9.34,Novi Sad,Nestin,Kruska
30/01/2018 18:00,8.76,9.45,7.4,Novi Sad,Nestin,Kruska
30/01/2018 19:00,5.18,7.44,3.98,Novi Sad,Nestin,Kruska
30/01/2018 20:00,3.9,4.6,3.47,Novi Sad,Nestin,Kruska
30/01/2018 21:00,3.23,4.64,1.93,Novi Sad,Nestin,Kruska
30/01/2018 22:00,2.06,2.74,1.34,Novi Sad,Nestin,Kruska
30/01/2018 23:00,2.28,3.32,1.22,Novi Sad,Nestin,Kruska
31/01/2018 00:00,1.34,1.97,0.79,Novi Sad,Nestin,Kruska
31/01/2018 01:00,1.02,1.43,0.61,Novi Sad,Nestin,Kruska
31/01/2018 02:00,0.75,1.34,0.38,Novi Sad,Nestin,Kruska
31/01/2018 03:00,1.7,3.02,0.67,Novi Sad,Nestin,Kruska
31/01/2018 04:00,1.91,3.23,1.35,Novi Sad,Nestin,Kruska
31/01/2018 05:00,1.53,3.39,0.53,Novi Sad,Nestin,Kruska
31/01/2018 06:00,0.95,2.46,0.11,Novi Sad,Nestin,Kruska
31/01/2018 07:00,1.26,2.04,0.52,Novi Sad,Nestin,Kruska
31/01/2018 08:00,1.91,3.33,1.11,Novi Sad,Nestin,Kruska
31/01/2018 09:00,4.99,6.23,3.38,Novi Sad,Nestin,Kruska
31/01/2018 10:00,7.62,9.14,6.52,Novi Sad,Nestin,Kruska
31/01/2018 11:00,10.84,11.52,9.78,Novi Sad,Nestin,Kruska
31/01/2018 12:00,10.86,11.4,10.42,Novi Sad,Nestin,Kruska
31/01/2018 13:00,11.38,11.72,11.01,Novi Sad,Nestin,Kruska
31/01/2018 14:00,11.99,12.55,11.21,Novi Sad,Nestin,Kruska
31/01/2018 15:00,11.17,11.44,10.85,Novi Sad,Nestin,Kruska
31/01/2018 16:00,10.77,11,10.53,Novi Sad,Nestin,Kruska
31/01/2018 17:00,9.47,10.39,8.47,Novi Sad,Nestin,Kruska
31/01/2018 18:00,7.45,8.54,5.91,Novi Sad,Nestin,Kruska
31/01/2018 19:00,4.87,5.55,3.91,Novi Sad,Nestin,Kruska
31/01/2018 20:00,3.67,4.03,3.32,Novi Sad,Nestin,Kruska
31/01/2018 21:00,2.38,3.58,1.22,Novi Sad,Nestin,Kruska
31/01/2018 22:00,4.35,5.93,2.99,Novi Sad,Nestin,Kruska
31/01/2018 23:00,6.16,6.45,5.9,Novi Sad,Nestin,Kruska
01/02/2018 00:00,6.54,6.66,6.42,Novi Sad,Nestin,Kruska
01/02/2018 01:00,6.57,6.84,6.31,Novi Sad,Nestin,Kruska
01/02/2018 02:00,6.53,6.77,6.33,Novi Sad,Nestin,Kruska
01/02/2018 03:00,6.25,6.43,6.04,Novi Sad,Nestin,Kruska
01/02/2018 04:00,6.2,6.66,5.93,Novi Sad,Nestin,Kruska
01/02/2018 05:00,7.06,7.35,6.74,Novi Sad,Nestin,Kruska
01/02/2018 06:00,7.38,7.56,7.16,Novi Sad,Nestin,Kruska
01/02/2018 07:00,7.19,7.66,6.99,Novi Sad,Nestin,Kruska
01/02/2018 08:00,8.69,9.57,7.95,Novi Sad,Nestin,Kruska
01/02/2018 09:00,9,9.61,8.71,Novi Sad,Nestin,Kruska
01/02/2018 10:00,9.53,11,8.86,Novi Sad,Nestin,Kruska
01/02/2018 11:00,11.21,12.46,10.58,Novi Sad,Nestin,Kruska
01/02/2018 12:00,13.01,13.75,12.6,Novi Sad,Nestin,Kruska
01/02/2018 13:00,14.09,14.98,13.09,Novi Sad,Nestin,Kruska
01/02/2018 14:00,15.35,15.82,14.67,Novi Sad,Nestin,Kruska
01/02/2018 15:00,15.91,16.15,15.69,Novi Sad,Nestin,Kruska
01/02/2018 16:00,14.92,15.57,14.21,Novi Sad,Nestin,Kruska
01/02/2018 17:00,13.55,14.26,12.97,Novi Sad,Nestin,Kruska
01/02/2018 18:00,12.15,13.04,11.48,Novi Sad,Nestin,Kruska
01/02/2018 19:00,11.25,11.52,10.98,Novi Sad,Nestin,Kruska
01/02/2018 20:00,10.69,11.17,10.42,Novi Sad,Nestin,Kruska
01/02/2018 21:00,10.27,10.73,9.86,Novi Sad,Nestin,Kruska
01/02/2018 22:00,10.05,10.24,9.83,Novi Sad,Nestin,Kruska
01/02/2018 23:00,10.79,11.27,10.19,Novi Sad,Nestin,Kruska
02/02/2018 00:00,10.79,10.95,10.68,Novi Sad,Nestin,Kruska
02/02/2018 01:00,10.4,10.76,9.79,Novi Sad,Nestin,Kruska
02/02/2018 02:00,10.44,10.64,10.2,Novi Sad,Nestin,Kruska
02/02/2018 03:00,10.1,10.22,10.03,Novi Sad,Nestin,Kruska
02/02/2018 04:00,9.95,10.24,9.7,Novi Sad,Nestin,Kruska
02/02/2018 05:00,9.69,10,9.35,Novi Sad,Nestin,Kruska
02/02/2018 06:00,9.86,10.13,9.57,Novi Sad,Nestin,Kruska
02/02/2018 07:00,9.15,9.38,8.83,Novi Sad,Nestin,Kruska
02/02/2018 08:00,9.4,10.22,8.81,Novi Sad,Nestin,Kruska
02/02/2018 09:00,11.14,11.99,10.38,Novi Sad,Nestin,Kruska
02/02/2018 10:00,13.27,14.13,12.28,Novi Sad,Nestin,Kruska
02/02/2018 11:00,14.26,14.64,13.96,Novi Sad,Nestin,Kruska
02/02/2018 12:00,15.21,15.78,14.47,Novi Sad,Nestin,Kruska
02/02/2018 13:00,15.92,16.63,15.55,Novi Sad,Nestin,Kruska
02/02/2018 14:00,16.07,16.3,15.93,Novi Sad,Nestin,Kruska
02/02/2018 15:00,15.84,16.19,15.73,Novi Sad,Nestin,Kruska
02/02/2018 16:00,15.92,16.23,15.73,Novi Sad,Nestin,Kruska
02/02/2018 17:00,15.57,15.69,15.35,Novi Sad,Nestin,Kruska
02/02/2018 18:00,14.77,15.31,14.35,Novi Sad,Nestin,Kruska
02/02/2018 19:00,8.51,14.56,6.31,Novi Sad,Nestin,Kruska
02/02/2018 20:00,5.89,6.29,5.57,Novi Sad,Nestin,Kruska
02/02/2018 21:00,5.14,5.57,4.79,Novi Sad,Nestin,Kruska
02/02/2018 22:00,4.37,4.73,4.18,Novi Sad,Nestin,Kruska
02/02/2018 23:00,4.18,4.25,4.11,Novi Sad,Nestin,Kruska
03/02/2018 00:00,4.2,4.27,4.04,Novi Sad,Nestin,Kruska
03/02/2018 01:00,3.81,4,3.64,Novi Sad,Nestin,Kruska
03/02/2018 02:00,3.81,4,3.64,Novi Sad,Nestin,Kruska
03/02/2018 03:00,2.98,3.14,2.82,Novi Sad,Nestin,Kruska
03/02/2018 04:00,2.68,2.81,2.62,Novi Sad,Nestin,Kruska
03/02/2018 05:00,2.55,2.65,2.41,Novi Sad,Nestin,Kruska
03/02/2018 06:00,2.36,2.41,2.32,Novi Sad,Nestin,Kruska
03/02/2018 07:00,2.3,2.39,2.25,Novi Sad,Nestin,Kruska
03/02/2018 08:00,2.19,2.23,2.15,Novi Sad,Nestin,Kruska
03/02/2018 09:00,2.27,2.33,2.18,Novi Sad,Nestin,Kruska
03/02/2018 10:00,1.92,2.24,0.87,Novi Sad,Nestin,Kruska
03/02/2018 11:00,0.34,0.68,0.23,Novi Sad,Nestin,Kruska
03/02/2018 12:00,0.3,0.51,0.06,Novi Sad,Nestin,Kruska
03/02/2018 13:00,0.31,0.64,0.1,Novi Sad,Nestin,Kruska
03/02/2018 14:00,0.89,1.04,0.8,Novi Sad,Nestin,Kruska
03/02/2018 15:00,0.84,0.89,0.8,Novi Sad,Nestin,Kruska
03/02/2018 16:00,0.95,1.03,0.88,Novi Sad,Nestin,Kruska
03/02/2018 17:00,0.96,1.05,0.85,Novi Sad,Nestin,Kruska
03/02/2018 18:00,0.91,0.95,0.85,Novi Sad,Nestin,Kruska
03/02/2018 19:00,0.95,0.99,0.88,Novi Sad,Nestin,Kruska
03/02/2018 20:00,0.65,0.84,0.55,Novi Sad,Nestin,Kruska
03/02/2018 21:00,0.5,0.55,0.47,Novi Sad,Nestin,Kruska
03/02/2018 22:00,0.44,0.49,0.34,Novi Sad,Nestin,Kruska
03/02/2018 23:00,0.44,0.51,0.38,Novi Sad,Nestin,Kruska
04/02/2018 00:00,0.59,0.68,0.54,Novi Sad,Nestin,Kruska
04/02/2018 01:00,0.63,0.67,0.58,Novi Sad,Nestin,Kruska
04/02/2018 02:00,0.49,0.62,0.42,Novi Sad,Nestin,Kruska
04/02/2018 03:00,0.46,0.58,0.38,Novi Sad,Nestin,Kruska
04/02/2018 04:00,0.56,0.72,0.42,Novi Sad,Nestin,Kruska
04/02/2018 05:00,0.65,0.76,0.57,Novi Sad,Nestin,Kruska
04/02/2018 06:00,0.83,0.96,0.66,Novi Sad,Nestin,Kruska
04/02/2018 07:00,0.99,1.08,0.93,Novi Sad,Nestin,Kruska
04/02/2018 08:00,1.19,1.33,1.08,Novi Sad,Nestin,Kruska
04/02/2018 09:00,1.55,1.97,1.4,Novi Sad,Nestin,Kruska
04/02/2018 10:00,2.33,2.56,2.09,Novi Sad,Nestin,Kruska
04/02/2018 11:00,2.84,3.1,2.61,Novi Sad,Nestin,Kruska
04/02/2018 12:00,3.83,4.79,3.1,Novi Sad,Nestin,Kruska
04/02/2018 13:00,4.74,5.69,4.2,Novi Sad,Nestin,Kruska
04/02/2018 14:00,5.2,5.86,4.77,Novi Sad,Nestin,Kruska
04/02/2018 15:00,5.28,5.86,4.77,Novi Sad,Nestin,Kruska
04/02/2018 16:00,4.88,5.33,4.42,Novi Sad,Nestin,Kruska
04/02/2018 17:00,3.79,4.32,3.14,Novi Sad,Nestin,Kruska
04/02/2018 18:00,2.6,3.08,2.09,Novi Sad,Nestin,Kruska
04/02/2018 19:00,1.07,1.86,0.4,Novi Sad,Nestin,Kruska
04/02/2018 20:00,-0.19,0.48,-0.64,Novi Sad,Nestin,Kruska
04/02/2018 21:00,-0.15,0.4,-0.61,Novi Sad,Nestin,Kruska
04/02/2018 22:00,0.18,0.33,0.03,Novi Sad,Nestin,Kruska
04/02/2018 23:00,0.35,0.51,-0.04,Novi Sad,Nestin,Kruska
05/02/2018 00:00,0.08,0.32,-0.24,Novi Sad,Nestin,Kruska
05/02/2018 01:00,0.06,0.38,-0.45,Novi Sad,Nestin,Kruska
05/02/2018 02:00,-0.17,0.21,-0.58,Novi Sad,Nestin,Kruska
05/02/2018 03:00,-0.27,0.04,-0.82,Novi Sad,Nestin,Kruska
05/02/2018 04:00,-0.9,-0.66,-1.53,Novi Sad,Nestin,Kruska
05/02/2018 05:00,-1.55,-1.25,-1.83,Novi Sad,Nestin,Kruska
05/02/2018 06:00,-1.71,-1.49,-2.24,Novi Sad,Nestin,Kruska
05/02/2018 07:00,-2.11,-1.49,-2.57,Novi Sad,Nestin,Kruska
05/02/2018 08:00,-2.13,-1.32,-2.72,Novi Sad,Nestin,Kruska
05/02/2018 09:00,-0.59,0.02,-1.34,Novi Sad,Nestin,Kruska
05/02/2018 10:00,1.11,2.13,0.22,Novi Sad,Nestin,Kruska
05/02/2018 11:00,2.75,3.32,2,Novi Sad,Nestin,Kruska
05/02/2018 12:00,4.28,4.93,3.69,Novi Sad,Nestin,Kruska
05/02/2018 13:00,5.26,5.79,4.74,Novi Sad,Nestin,Kruska
05/02/2018 14:00,5.74,6.09,5.32,Novi Sad,Nestin,Kruska
05/02/2018 15:00,5.5,6.22,4.83,Novi Sad,Nestin,Kruska
05/02/2018 16:00,4.92,5.19,4.42,Novi Sad,Nestin,Kruska
05/02/2018 17:00,3.71,4.25,3.25,Novi Sad,Nestin,Kruska
05/02/2018 18:00,2.84,3.21,1.88,Novi Sad,Nestin,Kruska
05/02/2018 19:00,0.9,1.71,-0.17,Novi Sad,Nestin,Kruska
05/02/2018 20:00,-0.43,-0.3,-0.6,Novi Sad,Nestin,Kruska
05/02/2018 21:00,-0.72,-0.58,-0.98,Novi Sad,Nestin,Kruska
05/02/2018 22:00,-0.6,-0.42,-0.9,Novi Sad,Nestin,Kruska
05/02/2018 23:00,-0.88,-0.68,-1.02,Novi Sad,Nestin,Kruska
06/02/2018 00:00,-0.63,-0.46,-0.81,Novi Sad,Nestin,Kruska
06/02/2018 01:00,-0.56,-0.49,-0.61,Novi Sad,Nestin,Kruska
06/02/2018 02:00,-0.35,-0.19,-0.56,Novi Sad,Nestin,Kruska
06/02/2018 03:00,-1.03,-0.46,-1.26,Novi Sad,Nestin,Kruska
06/02/2018 04:00,-1.16,-1.01,-1.44,Novi Sad,Nestin,Kruska
06/02/2018 05:00,-1.7,-1.47,-2.17,Novi Sad,Nestin,Kruska
06/02/2018 06:00,-2.36,-2.2,-2.6,Novi Sad,Nestin,Kruska
06/02/2018 07:00,-2.53,-2.38,-2.62,Novi Sad,Nestin,Kruska
06/02/2018 08:00,-1.96,-1.6,-2.4,Novi Sad,Nestin,Kruska
06/02/2018 09:00,-1.48,-1.33,-1.6,Novi Sad,Nestin,Kruska
06/02/2018 10:00,-1.18,-0.72,-1.47,Novi Sad,Nestin,Kruska
06/02/2018 11:00,-0.78,-0.56,-1.03,Novi Sad,Nestin,Kruska
06/02/2018 12:00,-0.47,0.08,-0.82,Novi Sad,Nestin,Kruska
06/02/2018 13:00,0.63,1.7,-0.01,Novi Sad,Nestin,Kruska
06/02/2018 14:00,2.54,3.4,1.35,Novi Sad,Nestin,Kruska
06/02/2018 15:00,4.19,4.52,3.53,Novi Sad,Nestin,Kruska
06/02/2018 16:00,4.41,4.73,4.13,Novi Sad,Nestin,Kruska
06/02/2018 17:00,3.54,3.93,3.3,Novi Sad,Nestin,Kruska
06/02/2018 18:00,3.09,3.36,2.63,Novi Sad,Nestin,Kruska
06/02/2018 19:00,2.24,2.54,1.92,Novi Sad,Nestin,Kruska
06/02/2018 20:00,2.21,2.4,2.06,Novi Sad,Nestin,Kruska
06/02/2018 21:00,1.59,1.97,1.42,Novi Sad,Nestin,Kruska
06/02/2018 22:00,1.53,1.64,1.42,Novi Sad,Nestin,Kruska
06/02/2018 23:00,1.75,1.93,1.59,Novi Sad,Nestin,Kruska
07/02/2018 00:00,1.42,1.54,1.27,Novi Sad,Nestin,Kruska
07/02/2018 01:00,1.68,1.81,1.52,Novi Sad,Nestin,Kruska
07/02/2018 02:00,1.77,1.96,1.65,Novi Sad,Nestin,Kruska
07/02/2018 03:00,1.63,1.77,1.51,Novi Sad,Nestin,Kruska
07/02/2018 04:00,1.59,1.78,1.42,Novi Sad,Nestin,Kruska
07/02/2018 05:00,3.82,6.28,1.16,Novi Sad,Nestin,Kruska
07/02/2018 06:00,6.36,7.08,6.06,Novi Sad,Nestin,Kruska
07/02/2018 07:00,7.05,7.34,6.69,Novi Sad,Nestin,Kruska
07/02/2018 08:00,6.62,7.27,6.29,Novi Sad,Nestin,Kruska
07/02/2018 09:00,6.76,7.04,6.38,Novi Sad,Nestin,Kruska
07/02/2018 10:00,7.31,7.72,6.81,Novi Sad,Nestin,Kruska
07/02/2018 11:00,8.74,9.75,8,Novi Sad,Nestin,Kruska
07/02/2018 12:00,10.51,11.46,9.63,Novi Sad,Nestin,Kruska
07/02/2018 13:00,10.12,10.75,9.88,Novi Sad,Nestin,Kruska
07/02/2018 14:00,11.63,12.31,10.93,Novi Sad,Nestin,Kruska
07/02/2018 15:00,11.69,12.34,11.26,Novi Sad,Nestin,Kruska
07/02/2018 16:00,10.94,11.07,10.71,Novi Sad,Nestin,Kruska
07/02/2018 17:00,10.5,11.01,10.05,Novi Sad,Nestin,Kruska
07/02/2018 18:00,8.79,9.87,7.31,Novi Sad,Nestin,Kruska
07/02/2018 19:00,7.21,7.49,6.96,Novi Sad,Nestin,Kruska
07/02/2018 20:00,7.03,7.6,6.64,Novi Sad,Nestin,Kruska
07/02/2018 21:00,6.95,7.36,6.71,Novi Sad,Nestin,Kruska
07/02/2018 22:00,6.6,6.86,6.47,Novi Sad,Nestin,Kruska
07/02/2018 23:00,6.74,7.02,6.58,Novi Sad,Nestin,Kruska
08/02/2018 00:00,6.19,6.47,5.92,Novi Sad,Nestin,Kruska
08/02/2018 01:00,4.04,6.12,2.52,Novi Sad,Nestin,Kruska
08/02/2018 02:00,2.66,2.75,2.5,Novi Sad,Nestin,Kruska
08/02/2018 03:00,2.46,2.61,2.4,Novi Sad,Nestin,Kruska
08/02/2018 04:00,2.06,2.42,1.95,Novi Sad,Nestin,Kruska
08/02/2018 05:00,1.87,2.02,1.77,Novi Sad,Nestin,Kruska
08/02/2018 06:00,1.77,1.81,1.73,Novi Sad,Nestin,Kruska
08/02/2018 07:00,1.48,1.75,1.24,Novi Sad,Nestin,Kruska
08/02/2018 08:00,1.17,1.23,1.14,Novi Sad,Nestin,Kruska
08/02/2018 09:00,1.5,1.72,1.22,Novi Sad,Nestin,Kruska
08/02/2018 10:00,1.66,1.73,1.59,Novi Sad,Nestin,Kruska
08/02/2018 11:00,1.58,1.73,1.48,Novi Sad,Nestin,Kruska
08/02/2018 12:00,1.86,1.97,1.77,Novi Sad,Nestin,Kruska
08/02/2018 13:00,2.09,2.23,1.93,Novi Sad,Nestin,Kruska
08/02/2018 14:00,2.01,2.09,1.94,Novi Sad,Nestin,Kruska
08/02/2018 15:00,1.87,1.97,1.71,Novi Sad,Nestin,Kruska
08/02/2018 16:00,1.71,1.84,1.62,Novi Sad,Nestin,Kruska
08/02/2018 17:00,1.71,1.79,1.66,Novi Sad,Nestin,Kruska
08/02/2018 18:00,1.46,1.58,1.37,Novi Sad,Nestin,Kruska
08/02/2018 19:00,1.59,1.62,1.56,Novi Sad,Nestin,Kruska
08/02/2018 20:00,1.67,1.73,1.62,Novi Sad,Nestin,Kruska
08/02/2018 21:00,1.56,1.69,1.48,Novi Sad,Nestin,Kruska
08/02/2018 22:00,1.76,1.8,1.71,Novi Sad,Nestin,Kruska
08/02/2018 23:00,1.8,1.83,1.79,Novi Sad,Nestin,Kruska
09/02/2018 00:00,1.82,1.86,1.78,Novi Sad,Nestin,Kruska
09/02/2018 01:00,1.82,1.87,1.78,Novi Sad,Nestin,Kruska
09/02/2018 02:00,1.78,1.81,1.76,Novi Sad,Nestin,Kruska
09/02/2018 03:00,1.69,1.75,1.65,Novi Sad,Nestin,Kruska
09/02/2018 04:00,1.6,1.72,1.48,Novi Sad,Nestin,Kruska
09/02/2018 05:00,1.39,1.47,1.36,Novi Sad,Nestin,Kruska
09/02/2018 06:00,1.44,1.54,1.4,Novi Sad,Nestin,Kruska
09/02/2018 07:00,1.52,1.57,1.49,Novi Sad,Nestin,Kruska
09/02/2018 08:00,1.42,1.53,1.26,Novi Sad,Nestin,Kruska
09/02/2018 09:00,1.48,1.64,1.25,Novi Sad,Nestin,Kruska
09/02/2018 10:00,2.23,2.64,1.79,Novi Sad,Nestin,Kruska
09/02/2018 11:00,2.85,3.29,2.59,Novi Sad,Nestin,Kruska
09/02/2018 12:00,3.47,3.73,3.01,Novi Sad,Nestin,Kruska
09/02/2018 13:00,3.96,4.47,3.63,Novi Sad,Nestin,Kruska
09/02/2018 14:00,4.89,5.44,4.4,Novi Sad,Nestin,Kruska
09/02/2018 15:00,5.31,5.54,4.88,Novi Sad,Nestin,Kruska
09/02/2018 16:00,5.67,6.1,5.17,Novi Sad,Nestin,Kruska
09/02/2018 17:00,4.61,4.99,4.12,Novi Sad,Nestin,Kruska
09/02/2018 18:00,2.89,3.94,2.07,Novi Sad,Nestin,Kruska
09/02/2018 19:00,1.71,2.17,1.36,Novi Sad,Nestin,Kruska
09/02/2018 20:00,0.92,1.4,0.65,Novi Sad,Nestin,Kruska
09/02/2018 21:00,0.66,1.08,0.29,Novi Sad,Nestin,Kruska
09/02/2018 22:00,0.95,1.22,0.68,Novi Sad,Nestin,Kruska
09/02/2018 23:00,1.16,1.39,0.86,Novi Sad,Nestin,Kruska
10/02/2018 00:00,0.42,1,0.18,Novi Sad,Nestin,Kruska
10/02/2018 01:00,-0.21,0.17,-0.45,Novi Sad,Nestin,Kruska
10/02/2018 02:00,-0.19,0.01,-0.46,Novi Sad,Nestin,Kruska
10/02/2018 03:00,0.35,0.61,-0.07,Novi Sad,Nestin,Kruska
10/02/2018 04:00,-0.29,-0.07,-0.5,Novi Sad,Nestin,Kruska
10/02/2018 05:00,-1.19,-0.37,-1.76,Novi Sad,Nestin,Kruska
10/02/2018 06:00,-1.93,-1.66,-2.27,Novi Sad,Nestin,Kruska
10/02/2018 07:00,-1.4,-1.16,-1.92,Novi Sad,Nestin,Kruska
10/02/2018 08:00,-1.39,-1.22,-1.65,Novi Sad,Nestin,Kruska
10/02/2018 09:00,-1.35,-1.14,-1.64,Novi Sad,Nestin,Kruska
10/02/2018 10:00,-0.31,0.13,-1.06,Novi Sad,Nestin,Kruska
10/02/2018 11:00,0.36,0.8,0,Novi Sad,Nestin,Kruska
10/02/2018 12:00,1.3,1.69,0.96,Novi Sad,Nestin,Kruska
10/02/2018 13:00,1.59,1.95,1.42,Novi Sad,Nestin,Kruska
10/02/2018 14:00,2.33,2.85,1.81,Novi Sad,Nestin,Kruska
10/02/2018 15:00,2.79,3,2.64,Novi Sad,Nestin,Kruska
10/02/2018 16:00,2.76,2.89,2.62,Novi Sad,Nestin,Kruska
10/02/2018 17:00,2.51,2.81,2.21,Novi Sad,Nestin,Kruska
10/02/2018 18:00,2.05,2.17,1.92,Novi Sad,Nestin,Kruska
10/02/2018 19:00,1.95,2.13,1.84,Novi Sad,Nestin,Kruska
10/02/2018 20:00,2.18,2.24,2.13,Novi Sad,Nestin,Kruska
10/02/2018 21:00,2.26,2.34,2.19,Novi Sad,Nestin,Kruska
10/02/2018 22:00,2.06,2.17,1.93,Novi Sad,Nestin,Kruska
10/02/2018 23:00,1.64,1.94,1.17,Novi Sad,Nestin,Kruska
11/02/2018 00:00,1.01,1.17,0.87,Novi Sad,Nestin,Kruska
11/02/2018 01:00,0.84,0.95,0.8,Novi Sad,Nestin,Kruska
11/02/2018 02:00,1.14,1.22,1,Novi Sad,Nestin,Kruska
11/02/2018 03:00,1.2,1.27,1.13,Novi Sad,Nestin,Kruska
11/02/2018 04:00,1.05,1.12,0.98,Novi Sad,Nestin,Kruska
11/02/2018 05:00,0.99,1.01,0.97,Novi Sad,Nestin,Kruska
11/02/2018 06:00,0.96,1.01,0.85,Novi Sad,Nestin,Kruska
11/02/2018 07:00,0.72,0.86,0.59,Novi Sad,Nestin,Kruska
11/02/2018 08:00,0.52,0.58,0.48,Novi Sad,Nestin,Kruska
11/02/2018 09:00,0.56,0.64,0.51,Novi Sad,Nestin,Kruska
11/02/2018 10:00,0.78,0.97,0.57,Novi Sad,Nestin,Kruska
11/02/2018 11:00,1.39,1.74,0.97,Novi Sad,Nestin,Kruska
11/02/2018 12:00,2.14,2.36,1.9,Novi Sad,Nestin,Kruska
11/02/2018 13:00,2.85,3.36,2.39,Novi Sad,Nestin,Kruska
11/02/2018 14:00,3.25,3.37,3.17,Novi Sad,Nestin,Kruska
11/02/2018 15:00,3.49,3.59,3.39,Novi Sad,Nestin,Kruska
11/02/2018 16:00,3.32,3.47,3.21,Novi Sad,Nestin,Kruska
11/02/2018 17:00,3.12,3.29,2.84,Novi Sad,Nestin,Kruska
11/02/2018 18:00,2.25,2.74,1.86,Novi Sad,Nestin,Kruska
11/02/2018 19:00,0.87,1.82,-0.01,Novi Sad,Nestin,Kruska
11/02/2018 20:00,0.19,0.32,-0.07,Novi Sad,Nestin,Kruska
11/02/2018 21:00,-0.41,0.25,-0.85,Novi Sad,Nestin,Kruska
